Title,Abstract
"CRISPR/CAS-CYTIDINE DEAMINASE BASED COMPOSITIONS, SYSTEMS, AND METHODS FOR TARGETED NUCLEIC ACID EDITING","The invention provides for systems, methods, and compositions for targeting and editing nucleic acids. In particular, the invention provides non-naturally occurring or engineered RNA-targeting systems comprising a RNA-targeting Cas13protein, at least one guide molecule, and at least one cytidine deaminase protein or catalytic domain thereof."
Crispr enzymes and systems,"Embodiments disclosed herein are directed to engineered CRISPR-Cas effector proteins that comprise at least one modification compared to an unmodified CRISPR-Cas effector protein that enhances binding of the of the CRISPR complex to the binding site and/or alters editing preference as compared to wild type. In certain example embodiments, the CRISPR-Cas effector protein is a Type V effector protein. In certain other example embodiments, the Type V effector protein is Cpf1. Embodiments disclosed herein are directed to viral vectors for delivery of CRISPR-Cas effector proteins, including Cpf1. In certain example embodiments, the vectors are designed so as to allow packaging of the CRISPR-Cas effector protein within a single vector. There is also an increased interest in the design of compact promoters for packing and thus expressing larger transgenes for targeted delivery and tissue-specificity. Thus, in another aspect certain embodiments disclosed herein are directed to delivery vectors, constructs, and methods of delivering larger genes for systemic delivery."
NOVEL CRISPR ENZYMES AND SYSTEMS,"Embodiments disclosed herein are directed to engineered CRISPR-Cas effector proteins that comprise at least one modification compared to an unmodified CRISPR-Cas effector protein that enhances binding of the of the CRISPR complex to the binding site and/or alters editing preference as compared to wild type. In certain example embodiments, the CRISPR-Cas effector proteinis a Type V effector protein. In certain other example embodiments, the Type V effector protein is Cpfl. Embodiments disclosed herein are directed to viral vectors for delivery of CRISPR-Cas effector proteins, including Cpfl. In certain example embodiments, the vectors are designed so as to allow packaging of the CRISPR-Cas effector protein within a single vector. There is also an increased interest in the design of compact promoters for packing and thus expressing larger transgenes for targeted delivery and tissue-specificity. Thus, in another aspect certain embodiments disclosed herein are directed to delivery vectors, constructs, and methods of delivering larger genes for systemic delivery."
NOVEL CAS12B ENZYMES AND SYSTEMS,"The disclosure provides for systems, methods, and compositions for targeting nucleic acids. In particular, the invention provides non-naturally occurring or engineered RNA-targeting systems comprising a novel RNA-targeting Cas12b effector protein and at least one targeting nucleic acid component like a guide RNA or crRNA."
"Determining Cancer Aggressiveness, Prognosis and Responsiveness to Treatment","The invention provides methods of determining the aggressiveness, prognosis and response to therapy for particular cancers, which include comparing the expression levels of one or a plurality of differentially expressed genes from one or more 5 functional metagenes, including a Carbohydrate/Lipid Metabolism metagene, a Cell Signalling metagene, a Cellular Development metagene, a Cellular Growth metagene, a Chromosome Segregation metagene, a DNA Replication/Recombination metagene, an Immune system metagene, a Metabolic Disease metagene, a Nucleic Acid Metabolism metagene, a Post-Translational Modification metagene, a Protein 10 Synthesis/Modification metagene and a Multiple Networks metagene. The method disclosed herein may be particularly suitable as a companion diagnostic for cancer therapies."
Methods and compositions for treatment of microbiome-associated disorders,"Disclosed herein are methods and compositions for treatment of a microbiome associated disorder. Further, disclosed herein are methods and compositions for modulating short chain fatty acid production in a subject."
Compositions comprising bacterially derived minicells and methods of using the same,"Compositions and methods for treating cancer are provided. In particular, the compositions comprise an anti-neoplastic agent and either an interferon type I agonist or an interferon type II agonist, or a combination of an interferon type I agonist and an interferon type II agonist."
SYSTEMS AND METHODS FOR HANDLING MICROFLUIDIC DROPLETS,"The invention generally relates to assemblies for displacing droplets from a vessel that facilitate the collection and transfer of the droplets while minimizing sample loss. In certain aspects, the assembly includes at least one droplet formation module, in which the module is configured to form droplets surrounded by an immiscible fluid. The assembly also includes at least one chamber including an outlet, in which the chamber is configured to receive droplets and an immiscible fluid, and in which the outlet is configured to receive substantially only droplets. The assembly further includes a channel, configured such that the droplet formation module and the chamber are in fluid communication with each other via the channel. In other aspects, the assembly includes a plurality of hollow members, in which the hollow members are channels and in which the members are configured to interact with a vessel. The plurality of hollow members includes a first member configured to expel a fluid immiscible with droplets in the vessel and a second member configured to substantially only droplets from the vessel. The assembly also includes a main channel, in which the second member is in fluid communication with the main channel. The assembly also includes at least one analysis module connected to the main channel."
Systems and methods for handling microfluidic droplets,"The invention generally relates to assemblies for displacing droplets from a vessel that facilitate the collection and transfer of the droplets while minimizing sample loss. In certain aspects, the assembly includes at least one droplet formation module, in which the module is configured to form droplets surrounded by an immiscible fluid. The assembly also includes at least one chamber including an outlet, in which the chamber is configured to receive droplets and an immiscible fluid, and in which the outlet is configured to receive substantially only droplets. The assembly further includes a channel, configured such that the droplet formation module and the chamber are in fluid communication with each other via the channel. In other aspects, the assembly includes a plurality of hollow members, in which the hollow members are channels and in which the members are configured to interact with a vessel."
SYSTEMS FOR HANDLING MICROFLUIDIC DROPLETS,"The invention generally relates to assemblies for displacing droplets from a vessel that facilitate the collection and transfer of the droplets while minimizing sample loss. In certain aspects, the assembly includes at least one droplet formation module, in which the module is configured to form droplets surrounded by an immiscible fluid. The assembly also includes at least one chamber including an outlet, in which the chamber is configured to receive droplets and an immiscible fluid, and in which the outlet is configured to receive substantially only droplets. The assembly further includes a channel, configured such that the droplet formation module and the chamber are in fluid communication with each other via the channel. In other aspects, the assembly includes a plurality of hollow members, in which the hollow members are channels and in which the members are configured to interact with a vessel. The plurality of hollow members includes a first member configured to expel a fluid immiscible with droplets in the vessel and a second member configured to substantially only droplets from the vessel. The assembly also includes a main channel, in which the second member is in fluid communication with the main channel. The assembly also includes at least one analysis module connected to the main channel"
METHODS AND THERAPEUTIC COMBINATIONS FOR TREATING IDIOPATHIC INTRACRANIAL HYPERTENSION AND CLUSTER HEADACHES,"Methods and therapeutic combinations are provided for treating idiopathic intracranial hypertension (IIH) and cluster headache, comprising administering a somatostatin mimetic such as octreotide formulated for direct nose-to-brain administration, and a carbonic anhydrase inhibitor such as topiramate or acetazolamide, at a dose level and/or dosing regimen lower than effective when administered alone."
"SYSTEMS, METHODS, AND COMPOSITIONS FOR TARGETED NUCLEIC ACID EDITING","The disclosure provides for systems, methods, and compositions for targeting and editing nucleic acids. In particular, the invention provides non-naturally occurring or engineered RNA-targeting systems comprising a RNA-targeting Cas13 protein, at least one guide molecule, and at least one adenosine deaminase protein or catalytic domain thereof."
"SYSTEMS, METHODS, AND COMPOSITIONS FOR TARGETED NUCLEIC ACID EDITING","The disclosure provides for systems, methods, and compositions for targeting and editing nucleic acids. In particular, the invention provides non-naturally occurring or engineered RNA-targeting systems comprising a RNA-targeting Casl3 protein, at least one guide molecule, and at least one adenosine deaminase protein or catalytic domain thereof."
Gene expression markers for colorectal cancer prognosis,A method of predicting clinical outcome in a subject diagnosed with colorectal cancer comprising determining evidence of the expression of one or more predictive RNA transcripts or their expression products in a biological sample of cancer cells obtained from the subject.
Treatment of inflammatory diseases using placental stem cells,"Provided herein are methods of treatment of individuals having an immune-related disease, disorder or condition, for example, inflammatory bowel disease, graft-versus-host disease, multiple sclerosis, rheumatoid arthritis, psoriasis, lupus erythematosus, diabetes, mycosis fungoides (Alibert-Bazin syndrome), or scleroderma using placental stem cells or umbilical cord stem cells."
Treatment of inflammatory diseases using placental stem cells,"Provided herein are placental stem cells for use in a method for treatment of inflammatory bowel disease, scleroderma, or mycosis fungoides, wherein the method comprises administering said placental stem cells in a therapeutically effective amount that is sufficient to cause a detectable improvement in one or more symptoms of said inflammatory bowel disease, scleroderma, or mycosis fungoides"
TREATMENT OF INFLAMMATORY DISEASES USING PLACENTAL STEM CELLS,"The invention provides a composition comprising a matrix or a hydrogel and CD10 + , CD34 - , CD105 + , CD200 + placental stem cells for use in a method for treatment of inflammatory bowel disease, wherein the method comprises administering said composition in a therapeutically effective amount that is sufficient to cause a detectable improvement in one or more symptoms of said inflammatory bowel disease."
DOWN SYNDROME BIOMARKERS AND USES THEREOF,"The present invention provides novel biomarkers associated with Down syndrome. In particular, biomarkers identified from a proteome analysis of blood samples collected from affected individuals are disclosed that can be used to evaluate the disease spectrum of each individual with Down syndrome. Methods of using such biomarkers to develop diagnostics and therapeutics for prognosis and treatment of the conditions and diseases accompanying Down syndrome, and to develop diagnostics and therapeutics for prognosis and treatment of conditions and diseases prevalent in typical individuals but rare in individuals with Down syndrome are also described."
METHODS OF DETECTING SPATIAL HETEROGENEITY OF A BIOLOGICAL SAMPLE,Provided herein are methods of characterizing tumors or a region of interest in a biological sample.
TREATMENT OF INFLAMMATORY DISEASES USING PLACENTAL STEM CELLS,"Provided herein are placental stem cells for use in a method for treatment of scleroderma or mycosis fungoide. The method comprises administering the placental stem cells of the invention in a therapeutically effective amount that is sufficient to cause a detectable improvement in one or more symptoms of said scleroderma or mycosis fungoide. The placental stem cells of the invention are CD10 + , CD34 - , CD105 + , and CD200 + ."
GENOME EDITING USING REVERSE TRANSCRIPTASE ENABLED AND FULLY ACTIVE CRISPR COMPLEXES,"Systems and methods for targeted gene modification, targeted insertion, perturbation of gene transcripts, and nucleic acid editing. Novel nucleic acid targeting systems comprise components of CRISPR systems, reverse transcriptase, pegRNAs, paired pegRNAs or modified pegRNAs, DNA processing proteins, recombinases, proteins for inhibiting nucleases, and proteins for promoting ssDNA annealing."
Treatment of inflammatory diseases using placental stem cells,"Provided herein is a composition comprising a matrix or a hydrogel and placental stem cells for use in a method for treatment of inflammatory bowel disease. Also provided are placental stem cells for use in a method for treatment of psoriasis. The method comprises administering said composition or said placental stem cells of the invention in a therapeutically effective amount that is sufficient to cause a detectable improvement in one or more symptoms of said inflammatory bowel disease or said psoriasis. The placental stem cells of the invention are CD 10 + , CD34 - , CD105 + and CD200 + ."
Intercellular labeling of ligand-receptor interactions,An sortase-mediated intercellular labeling method allowing for tracking ligand-receptor interaction both in vitro and in vivo
Cellular discovery platform for neurodegenerative diseases,"In some aspects, a cross-species platform useful for drug discovery in neurodegenerative diseases is described."
"SYSTEMS, METHODS, AND COMPOSITIONS FOR TARGETED NUCLEIC ACID EDITING","The present disclosure provides for systems, methods, and compositions for targeting and editing nucleic acids. In particular, the present disclosure provides non-naturally occurring or engineered RNA-targeting systems comprising a RNA-targeting Cas13 protein, at least one guide molecule, and at least one adenosine deaminase protein or catalytic domain thereof."
"SYSTEMS, METHODS, AND COMPOSITIONS FOR TARGETED NUCLEIC ACID EDITING","The present disclosure provides methods for inhibiting intra and inter-cellular signaling pathways by modification of post-translation modification sites on select target RNA molecules. In certain example embodiments, the present disclosure provides methods for inhibiting intracellular phosphorylation of serine, threonine and tyrosine residues by editing the genetic codon of these amino acids by means of site-directed RNA editing or RNA molecules. Embodiments disclosed herein further provide methods of inhibiting pathological activation of cell signaling meditated by post-translational modifications, such as phosphorylation, which are involved in many diseases, including cancer, immunodeficiency, infectious diseases, inflammatory disorders and neurodegenerative disorders."
HELITRON MEDIATED GENETIC MODIFICATION,"Compositions, systems and methods for targeted gene modification, insertion and perturbation of gene transcripts and nucleic acid editing are provided. In particular, helitron-mediated gene targeting systems and methods of their use are detailed and provided herein."
APPL CELLS IMPROVED PLACENTAL-DERIVED ADHERENT CELLS AND METHODS OF THEIR USE,"Provided herein are improved placental-derived tissue culture plastic-adherent cells, e.g. cells which have been genetically modified to reduce tissue factor expression, and uses thereof."
"CAS12A SYSTEMS, METHODS, AND COMPOSITIONS FOR TARGETED RNA BASE EDITING","Embodiments herein are directed to engineered CRISPR-Cas effector proteins that comprise at least one modification that enhances binding of the of the CRISPR complex to the binding site and/or alters editing preference as compared to wild type. In certain embodiments, the CRISPR-Cas effector protein is a Type V effector protein, e.g., Cpf1. Embodiments herein are directed to viral vectors for delivery of CRISPR-Cas effector proteins, including Cpf1. The vectors may be designed to allow packaging of the CRISPR-Cas effector protein within a single vector. Embodiments herein also include delivery vectors, constructs, and methods of delivering larger genes."
TGF-BETA INHIBITORS AND USE THEREOF,"The present disclosure provides TGFβ inhibitor therapy for treating immunosuppressive conditions, such as cancer. Selection of suitable therapy and patients who are likely to benefit from such therapy are also disclosed, as well as methods of treating cancer and methods of predicting and monitoring therapeutic response. Related compositions, methods and therapeutic use are also disclosed."
CPF1 COMPLEXES WITH REDUCED INDEL ACTIVITY,"The invention provides for systems, methods, and compositions for targeting nucleic acids. In particular, the invention provides non-naturally occurring or engineered DNA-targeting systems comprising a novel DNA-targeting CRISPR effector protein and at least one targeting nucleic acid component like a guide RNA."
Mobile wearable electromagnetic brain activity monitor,"This invention is a mobile wearable electromagnetic brain activity monitor comprising a frame worn on a person's head, electromagnetic energy sensors which collect data concerning the person's electromagnetic brain activity, and a control unit. The electromagnetic energy sensors can be electroencephalogram (EEG) electrodes. In an example, the frame can be circular. In an example, the frame can loop around the person's head from one ear to the other ear. In an example, the frame can be an eyewear frame which also includes light-transmitting optical members."
TREATMENT OF IMMUNE-RELATED DISEASES AND DISORDERS USING AMNION DERIVED ADHERENT CELLS,"Provided herein are methods of using amnion derived adherent cells, and populations of, and compositions comprising, such cells, in the modulation of an immune response. In various embodiments, the immune response is graft-versus-host disease, an allergy, asthma, or an immune-related disease or disorder, e.g., an autoimmune disease."
"CAS12B SYSTEMS, METHODS, AND COMPOSITIONS FOR TARGETED DNA BASE EDITING","Embodiments herein include engineered CRISPR-Cas effector proteins that comprise at least one modification compared to an unmodified CRISPR-Cas effector protein (e.g., C2c1) that enhances binding of the of the CRISPR complex to the binding site and/ or alters editing preference as compared to wild type. Embodiments disclosed further include viral vectors for delivery of CRISPR-Cas effector proteins. The vectors may be designed to allow packaging of the CRISPR-Cas effector protein within a single vector. Certain embodiments further include delivery vectors, constructs, and methods of delivering larger genes for systemic delivery."
"CAS12B SYSTEMS, METHODS, AND COMPOSITIONS FOR TARGETED RNA BASE EDITING","Embodiments disclosed include engineered CRISPR-Cas effector proteins that comprise at least one modification compared to an unmodified CRISPR-Cas effector protein that enhances binding of the CRISPR complex to the binding site and/or alters editing preference as compared to wild type. In certain embodiments, the CRISPR-Cas effector protein is C2c1. Embodiments also include viral vectors for delivery of CRISPR-Cas effector proteins, including C2c1. For example, the vectors may be designed to allow packaging of the CRISPR-Cas effector protein within a single vector. In another aspect delivery vectors, constructs, and methods of delivering larger genes for systemic delivery."
"CAS12B SYSTEMS, METHODS, AND COMPOSITIONS FOR TARGETED DNA BASE EDITING","Embodiments herein include engineered CRISPR-Cas effector proteins that comprise at least one modification compared to an unmodified CRISPR-Cas effector protein (e.g., C2c1) that enhances binding of the of the CRISPR complex to the binding site and/or alters editing preference as compared to wild type. Embodiments disclosed further include viral vectors for delivery of CRISPR-Cas effector proteins. The vectors may be designed to allow packaging of the CRISPR-Cas effector protein within a single vector. Certain embodiments further include delivery vectors, constructs, and methods of delivering larger genes for systemic delivery."
TGF-BETA INHIBITORS AND THERAPEUTIC USE THEREOF,"The present disclosure provides TGFβ inhibitor therapy for treating immunosuppressive conditions, cancer, and fibrosis, either as a monotherapy or combination/adjunct therapy. Selection of suitable therapy and patients who are likely to benefit from such therapy are also disclosed, as well as methods of treating cancer and fibrosis and methods of predicting and monitoring therapeutic response. Related compositions, methods and therapeutic use are also disclosed."
"Bacteriophage variants having extended host-range, methods for preparation and uses thereof in transducing nucleic acids into hosts of interest","Provided is a platform for of the preparation of improved nucleic acid delivery vehicles, specifically, vehicles having an extended host recognition ability. Further provided are improved vehicles, compositions and uses thereof."
Treatment of stroke using isolated placental cells,"Provided herein are methods for the treatment of stroke comprising administering to a stroke victim placental stem cells, populations of cells comprising placental stem cells, and/or compositions comprising placental stem cells."
IMPLANTABLE SCAFFOLDS AND USES THEREOF FOR IMMUNOTHERAPY AND OTHER USES,"An implantable or injectable scaffold comprising immunostimulatory compounds and a suppressor of regulatory T cell induction is provided for use in immunotherapy treatments, including the treatment of cancers and other tumors, in particular solid tumors including inoperable tumors, as well as for other applications of immune enhancement and/or suppression."
Crystal modifications of odevixibat,"The present invention relates to crystal modifications of 1,1-dioxo-3,3-dibutyl-5-phenyl-7-methylthio-8-(N—{(R)-α-[N—((S)-1-carboxypropyl)carbamoyl]-4-hydroxybenzyl}carbamoylmethoxy)-2,3,4,5-tetrahydro-1,2,5-benzothiadiazepine (odevixibat), more specifically crystal modifications 1 and 2 of odevixibat. The invention also relates to a process for the preparation of crystal modification 1 of odevixibat, to a pharmaceutical composition comprising crystal modification 1, and to the use of this crystal modification in the treatment of various conditions as described herein."
USES OF BIOMARKERS FOR IMPROVING IMMUNOTHERAPY,"The present invention relates, in part, to methods for selecting sujects for and treating subjects with a type of immunotherapy based on certain biomarkers from the subjects."
"Compositions, methods and systems for protein corona analysis and uses thereof","Compositions, methods, and systems for analyzing the protein corona are described herein, as well as its application in the discovery of advanced diagnostic tools as well as therapeutic targets."
TGFB INHIBITORS AND USE THEREOF,Disclosed herein are novel inhibitors of TGFβ1 activation with durable inhibitory effects. Methods directed to the selection of a suitable TGFβ inhibitor for various disease conditions and patient populations are also provided.
TGFβ1 INHIBITORS AND USE THEREOF,"Disclosed herein are monoclonal antibodies and antigen-binding fragments thereof capable of selectively inhibiting ΤΟΡβ1. Related compositions, methods and therapeutic use are also disclosed."
TGFß1 INHIBITORS AND USE THEREOF,"Disclosed herein are monoclonal antibodies and antigen-binding fragments thereof capable of selectively inhibiting TGFβ1. Related compositions, methods and therapeutic use are also disclosed."
BREAST MILK DERIVED PROGENITOR CELLS AND CELL SYSTEMS,"The present invention discloses novel markers for cell types found in breastmilk. Moreover, genes associated with various stages of lactation are identified and in vitro alveolar-like organoid models derived from breastmilk cells are disclosed. Methods of screening modulating agents with the alveolar-like organoid model are also provided. Therapeutic targets for controlling differentiation, proliferation, maintenance and/or function of the cell types disclosed herein, as well as novel cell types and methods of quantitating, detecting and isolating the cell types are disclosed."
METHODS AND COMPOSITIONS FOR MODULATING GOBLET CELLS AND FOR MUCO-OBSTRUCTIVE DISEASES,"The present disclosure relates, inter alia, to perturbagens and methods for directing a change in the cell state of an intestinal stem cell and/or a basal cell. It also relates to methods for increasing a quantity of goblet progenitors, goblet cells, Paneth cells, and/or enteroendocrine cells or immediate progenitors thereof and/or the ratios thereof, and methods for decreasing the function and quantity of goblet cells or immediate progenitors thereof. Further, the present disclosure relates to methods for treating diseases or disorders characterized by, at least, abnormal function, abnormal ratios and/or abnormal numbers of goblet progenitors, goblet cells, Paneth cells, and/or enteroendocrine cells, or immediate progenitors thereof."
CRISPR-ASSOCIATED TRANSPOSASE SYSTEMS AND METHODS OF USE THEREOF,"The present application provides systems, methods and compositions used for targeted gene modification, targeted insertion, perturbation of gene transcripts, nucleic acid editing. Novel nucleic acid targeting systems comprise components of Clustered Regularly Interspaced Short Palindromic Repeats (CRISPR) systems and transposable elements."
PEPTIDES AND COMPOSITIONS FOR TARGETED TREATMENT AND IMAGING,"The invention disclosed herein provides compositions and methods of treating cancer and other diseases related to activated immune cells using modulators of the TREM-1/DAP-12 signaling pathway. The compositions, including peptides and peptide variants, modulate TREM- 1 -mediated immunological response as standalone and combination-therapy treatment regimen. Further, methods are provided for predicting the efficacy of TREM-l modulatory therapies in patients. In one embodiment, the present invention relates to targeted treatment, prevention and/or detection of cancer including but not limited to lung cancer including non-small cell lung cancer, pancreatic cancer, giant cell tumor of the tendon sheath, tenosynovial giant cell tumor, pigmented villonodular synovitis, cancer cachexia, etc., and other cancers associated with myeloid cell activation and recruitment. Additionally, the present invention relates to the targeted treatment, prevention and/or detection of scleroderma including but not limited to calcinosis, Raynaud's phenomenon, esophageal dysmotility, scleroderma, or telangiectasia syndrome (CREST). The invention further relates to personalized medical treatments."
NOVEL CRISPR ENZYMES AND SYSTEMS,"Embodiments herein include engineered CRISPR-Cas effector proteins that comprise at least one modification compared to an unmodified CRISPR-Cas effector protein that enhances binding of the CRISPR complex to the binding site and/or alters editing preference as compared to wild type. In certain embodiments, the CRISPR-Cas effector protein is a Type V-B effector protein, e.g., C2c1. Embodiments also include viral vectors for delivery of CRISPR-Cas effector proteins, including C2c1. In certain embodiments, the vectors allow packaging of the CRISPR-Cas effector protein within a single vector. The disclosure also inlcudes delivery vectors, constructs, and methods of delivering larger genes for systemic delivery."
PEPTIDES AND COMPOSITIONS FOR TARGETED TREATMENT AND IMAGING,"The invention disclosed herein provides compositions and methods of treating cancer and other diseases related to activated immune cells using modulators of the TREM-1/DAP-12 signaling pathway. The compositions, including peptides and peptide variants, modulate TREM-1-mediated immunological response as standalone and combination-therapy treatment regimen. Further, methods are provided for predicting the efficacy of TREM-1 modulatory therapies in patients. In one embodiment, the present invention relates to targeted treatment, prevention and/or detection of cancer including but not limited to lung cancer including non-small cell lung cancer, pancreatic cancer, giant cell tumor of the tendon sheath, tenosynovial giant cell tumor, pigmented villonodular synovitis, cancer cachexia, etc., and other cancers associated with myeloid cell activation and recruitment. Additionally, the present invention relates to the targeted treatment, prevention and/or detection of scleroderma including but not limited to calcinosis, Raynaud's phenomenon, esophageal dysmotility, scleroderma, or telangiectasia syndrome (CREST). The invention further relates to personalized medical treatments."
NOVEL CRISPR ENZYMES AND SYSTEMS,"The invention provides for systems, methods, and compositions for targeting nucleic acids. In particular, the invention provides non-naturally occurring or engineered DNA or RNA-targeting systems comprising a novel DNA or RNA-targeting CRISPR effector protein and at least one targeting nucleic acid component like a guide RNA."
"BACTERIOPHAGE VARIANTS HAVING EXTENDED HOST-RANGE, METHODS FOR PREPARATION AND USES THEREOF IN TRANSDUCING NUCLEIC ACIDS INTO HOSTS OF INTEREST","The invention relates to platform for of the preparation of improved nucleic acid delivery vehicles, specifically, vehicles having an extended host recognition ability. The invention further provides improved vehicles, compositions and uses thereof."
POLYNUCLEOTIDES FOR THE IN VIVO PRODUCTION OF ANTIBODIES,"The invention relates to compositions and methods for the preparation, manufacture and therapeutic use of polynucleotides encoding an antibody, variant or fragment."
COMBINATORIAL ANALYSIS AND REPAIR,"A method for the repair of a unit, by specific diagnosis of the undesired state, and its appropriate repair, using said specific diagnosis as a means to repair in an appropriate way said unit. The diagnosis and repair processes may involve chemical, physical, or mechanical means. The units being diagnosed and repaired include live matter (e.g. human beings, animals, plants) as well as non-live matter (e.g. buildings, electronic equipment, polymer materials)."
COMPOSITIONS AND METHODS FOR DETECTING AND TREATING DIABETES,"The invention features compositions and methods that are useful for increasing the level or activity of SLC16A11 in a subject, there by treating or preventing type 2 diabetes in the subject."
TREATMENT OF PAIN USING PLACENTAL STEM CELLS,"Provided herein are methods of treatment of an individual having pain, e.g., neuropathic pain, comprising administering to the individual a therapeutically effective amount of tissue culture plastic adherent placental stem cells (PDAC™)."
TREATMENT OF PAIN USING PLACENTAL STEM CELLS,Provided herein are placental stem cells for use in a method of treating pain in an individual.
TREATMENT OF PAIN USING PLACENTAL STEM CELLS,"Provided herein are methods of treatment of an individual having pain, e.g., neuropathic pain, comprising administering to the individual a therapeutically effective amount of tissue culture plastic adherent placental stem cells (PDACTM)."
ANTIGEN-PRESENTING CELL-MIMETIC SCAFFOLDS AND METHODS FOR MAKING AND USING THE SAME,"Embodiments herein described provide antigen-presenting cell-mimetic scaffolds (APC-MS) and use of such scaffolds to manipulating T-cells. More specifically, the scaffolds are useful for promoting growth, division, differentiation, expansion, proliferation, activity, viability, exhaustion, anergy, quiescence, apoptosis, or death of T-cells in various settings, e.g., in vitro, ex vivo, or in vivo. Embodiments described herein further relate to pharmaceutical compositions, kits, and packages containing such scaffolds. Additional embodiments relate to methods for making the scaffolds, compositions, and kits/packages. Also described herein are methods for using the scaffolds, compositions, and/or kits in the diagnosis or therapy of diseases such as cancers, immunodeficiency disorders, and/or autoimmune disorders."
NOVEL CRISPR ENZYMES AND SYSTEMS,"The invention provides for systems, methods, and compositions for targeting nucleic acids. In particular, the invention provides non-naturally occurring or engineered DNA-targeting systems comprising a novel DNA-targeting CRISPR effector protein and at least one targeting nucleic acid component like a guide RNA. Methods for making and using and uses of such systems, methods, and compositions and products from such methods and uses are also disclosed and claimed."
NOVEL CRISPR ENZYMES AND SYSTEMS,"The invention provides for systems, methods, and compositions for targeting nucleic acids. In particular, the invention provides non -naturally occurring or engineered DNA or RNA- targeting systems comprising a novel DNA or RNA-targeting CRISPR effector protein and at least one targeting nucleic acid component like a guide RNA."
NOVEL CRISPR ENZYMES AND SYSTEMS,"Embodiments herein include engineered CRISPR-Cas effector proteins that comprise at least one modification compared to an unmodified CRISPR-Cas effector protein that enhances binding of the CRISPR complex to the binding site and/or alters editing preference as compared to wild type. In certain embodiments, the CRISPR-Cas effector protein is a Type V-B effector protein, e.g., C2c1. Embodiments also include viral vectors for delivery of CRISPR-Cas effector proteins, including C2c1. In certain embodiments, the vectors allow packaging of the CRISPR-Cas effector protein within a single vector. The disclosure also includes delivery vectors, constructs, and methods of delivering larger genes for systemic delivery."
HIGHLY MULTIPLEXED AND MASS SPECTROMETRY BASED METHODS TO MEASURING 72 HUMAN PROTEINS,"Sample preparation for proteomic analysis of complex biological samples by mass spectrometry is a tedious and time-consuming process with many steps where technical variations can be introduced and propagated. We describe an automated trypsin digestion workflow that yields uniformly-processed samples in less than 5 hours. Reproducible quantitation of hundreds of peptides from numerous proteins was seen across replicates, days, instruments, and laboratory sites, demonstrating the broad applicability of this approach."
"HIGH-AFFINITY, ISOFORM-SELECTIVE TGFβ1 INHIBITORS AND USE THEREOF","Disclosed herein are monoclonal antibodies and antigen-binding fragments thereof capable of selectively inhibiting ΤGFβ1 with high potency. Related compositions, methods and therapeutic use are also disclosed."
MDMA IN THE TREATMENT OF ALCOHOL USE DISORDER,"The invention discloses compositions of MDMA and methods of their use in MDMA-assisted psychotherapy for the treatment of patients with alcohol use disorder (AUD) including physically dependent alcohol use disorder (""dependent use"" or ""alcohol addiction"") and non-physically dependent alcohol use disorder (""harmful use"")."
"HIGH-AFFINITY, ISOFORM-SELECTIVE TGFß1 INHIBITORS AND USE THEREOF","Disclosed herein are monoclonal antibodies and antigen-binding fragments thereof capable of selectively inhibiting TGFβ1 with high potency. Related compositions, methods and therapeutic use are also disclosed."
Bi-terminal pegylated integrin-binding peptides and methods of use thereof,"The present invention provides bi-terminal PEGylated peptide conjugates that target an integrin such as αvβ6 integrin. In particular embodiments, the peptide conjugates of the present invention further comprise a biological agent such as an imaging agent or a therapeutic agent, e.g., covalently attached to one of the PEG moieties. The peptide conjugates of the present invention are particularly useful for imaging a tumor, organ, or tissue and for treating integrin-mediated diseases and disorders such as cancer, inflammatory diseases, autoimmune diseases, chronic fibrosis, chronic obstructive pulmonary disease (COPD), lung emphysema, and chronic wounding skin disease. Compositions and kits containing the peptide conjugates of the present invention find utility in a wide range of applications including, e.g., in vivo imaging and immunotherapy."
"Soluble hyaluronidase glycoprotein (sHASEGP), process for preparing the same, uses and pharmaceutical compositions comprising thereof","Provided are soluble neutral active Hyaluronidase Glycoproteins (sHASEGP's), methods of manufacture, and their use to facilitate administration of other molecules or to alleviate glycosaminoglycan associated pathologies. Minimally active polypeptide domains of the soluble, neutral active sHASEGP domains are described that include asparagine-linked sugar moieties required for a functional neutral active hyaluronidase domain. Included are modified amino-terminal leader peptides that enhance secretion of sHASEGP. Sialated and pegylated forms of the sHASEGPs also are provided. Methods of treatment by administering sHASEGPs and modified forms thereof also are provided."
"METHODS OF TREATING LUNG CANCER WITH A PD-1 AXIS BINDING ANTAGONIST, AN ANTIMETABOLITE, AND A PLATINUM AGENT","The present disclosure provides methods for treating lung cancer (such as non-small cell lung cancer, e.g., Stage IV non-squamous non-small cell lung cancer) in an individual. The methods comprise administering to the individual a PD-1 axis binding antagonist (such as an anti-PD-L1 antibody, e.g., atezolizumab), an antimetabolite (e.g., pemetrexed), and a platinum agent (e.g., cisplatin or carboplatin)."
CRISPR ENZYME MUTATIONS REDUCING OFF-TARGET EFFECTS,"Disclosed and claimed are mutation(s) or modification(s) of the CRISPR enzyme, for example a Cas enzyme such as a Cas9, which obtain an improvement, for instance a reduction, as to off-target effects of a CRISPR-Cas or CRISPR-enzyme or CRISPR-Cas9 system or complex containing or including such a mutated or modified Cas or CRISPR enzyme or Cas9. Methods for making and using and uses of such mutated or modified Cas or CRISPR enzyme or Cas9 and systems or complexes containing the same and products from such methods and uses are also disclosed and claimed."
